pmcid	unmapped_diseases
PMC10169473	['inflammatory osteolysis']
PMC10169610	['oligoasthenozoospermia']
PMC10169761	['brain ischaemia']
PMC10169864	['extranodal nk/t-cell lymphoma']
PMC10170158	['her2-positive breast cancer']
PMC10170287	['obesity-related atrial fibrillation']
PMC10170793	['colorectal cancer liver metastases']
PMC10171078	['mrsa wound infection']
PMC10171400	['chronic inflammatory pain']
PMC10171493	['alcoholic liver injury']
PMC10171497	['lead-induced neurotoxicity']
PMC10171952	['mct8 deficiency']
PMC10172110	['neonatal cholestasis']
PMC10172294	['philadelphia chromosome-positive acute lymphoblastic leukemia']
PMC10172630	['diabetic wounds']
PMC10172671	['prescription opioid use disorder']
PMC10172707	['chronic kidney injury']
PMC10173165	['her2-overexpressing cancers']
PMC10173194	['doxorubicin-induced cardiotoxicity']
PMC10173218	['influenza a']
PMC10173409	['bacterial keratitis']
PMC10173532	['intracerebral haemorrhage']
PMC10173708	['functional dyspepsia']
PMC10173798	['cerebral ischemia/reperfusion']
PMC10173853	['refractory status epilepticus']
PMC10173969	['advanced melanoma']
PMC10175111	['gastric inflammation']
PMC10175831	['hiv-1']
PMC10175874	['tacrolimus-induced nephrotoxicity']
PMC10176361	['chronic hbv/hdv infections']
PMC10176437	['enterovirus 71 infection']
PMC10176442	['hiv']
PMC10177053	['multiple myeloma bone disease']
PMC10177427	['bone and soft tissue sarcomas']
PMC10177436	['skin aging']
PMC10177491	['paclitaxel-induced peripheral neuropathy']
PMC10177614	['her2-positive cancers']
PMC10177873	['acetaminophen-induced acute liver injury']
PMC10177954	['sepsis-induced acute lung injury']
PMC10178388	['bone defects']
PMC10178601	['neurodevelopmental disorders of prematurity']
PMC10178831	['spastic paraplegia 50']
PMC10178841	['spastic paraplegia 50']
PMC10178842	['metastatic castration-resistant prostate cancer']
PMC10178932	['proliferative retinopathies']
PMC10179112	['neurodegeneration']
PMC10179136	['neointimal hyperplasia']
PMC10179162	['human immunodeficiency virus infection']
PMC10179640	['defective bone healing']
PMC10179728	['chemotherapy-induced alopecia']
PMC10179782	['complicated intra-abdominal infection']
PMC10180054	['methicillin-resistant staphylococcus aureus infection']
PMC10180393	['diabetic osteoporosis']
PMC10180416	['acute liver injury']
PMC10180479	['hepatic ischemia/reperfusion injury']
PMC10181043	['memory impairment']
PMC10181281	['diabetic periodontitis']
PMC10181944	['cardiac allograft vasculopathy']
PMC10182080	['parenteral nutrition associated cholestasis']
PMC10182219	['cancer chemotherapy-induced peripheral neuropathy']
PMC10183077	['methicillin-resistant staphylococcus aureus skin infection']
PMC10184048	['hepato-testicular inflammation']
PMC10184050	['bone metabolic diseases']
PMC10184347	['metastatic clear-cell renal cell carcinoma']
PMC10184367	['pseudomonas aeruginosa biofilm-associated subcutaneous catheter infection']
PMC10184677	['lama2-related congenital muscular dystrophy']
PMC10184973	['axonal injury']
PMC10185249	['partial thickness burns']
PMC10185870	['aging']
PMC10186291	['systemic sclerosis-related interstitial lung disease']
PMC10186316	['herpes simplex virus type 1']
PMC10186597	['age-related pathologies']
PMC10186605	['alcoholic liver fibrosis']
PMC10186863	['acute liver injury']
PMC10187609	['viral hemorrhagic fever syndrome']
PMC10188389	['hepatic ischemia-reperfusion injury']
PMC10188539	['childhood-onset epilepsies']
PMC10188588	['death cap mushroom poisoning']
PMC10188997	['kidney ischemia-reperfusion injury']
PMC10189182	['hepatic ischemia-reperfusion injury']
PMC10189404	['transient global cerebral ischemia']
PMC10189448	['acetaminophen poisoning-induced liver failure']
PMC10189450	['diabetic foot infection']
PMC10189480	['retinal ischemia-reperfusion injury']
PMC10189481	['septic heart failure']
PMC10189483	['hemorrhagic conditions']
PMC10189585	['diabetic atherosclerosis']
PMC10189612	['viral myocarditis']
PMC10189751	['lung ischemia-reperfusion injury']
PMC10189795	['methamphetamine use disorder']
PMC10190103	['her2-positive breast cancer']
PMC10190163	['psychostimulant dependence', 'psychostimulant relapse']
PMC10190924	['ischemia stroke']
PMC10191036	['drug-resistant bacterial infection']
PMC10191064	['nausea and vomiting']
PMC10191180	['nontuberculous mycobacterial pulmonary infections']
PMC10191231	['b cell malignancies']
PMC10191272	['mesothelin-positive cancers']
PMC10191424	['candida vaginitis']
PMC10191429	['severe respiratory illness']
PMC10191704	['covid-19 associated cardiomyopathy']
PMC10192067	['right ventricular failure']
PMC10192075	['metastatic, castrate-resistant prostate cancer']
PMC10192120	['uterine leiomyosarcomas']
PMC10192194	['castration-resistant prostate cancer']
PMC10192330	['lung inflammatory injury']
PMC10192561	['aspergillosis infection']
PMC10192577	['glucocorticoid-induced osteonecrosis of the femoral head']
PMC10192710	['diabetes-associated cognitive impairment']
PMC10193056	['metastatic melanoma']
PMC10193240	"['dry age-related macular degeneration', ""recessive stargardt's disease""]"
PMC10193286	['influenza virus infection']
PMC10193707	['diabetic wound healing']
PMC10194253	['enterovirus 71 infection']
PMC10194419	['neurogenic bladder overactivity']
PMC10195009	['dengue virus infection']
PMC10195017	['advanced or metastatic treatment-refractory solid tumors']
PMC10195100	['cocaine use disorders']
PMC10195208	['brain metastatic disease']
PMC10195975	['nociplastic pain']
PMC10195993	['chemotherapy-induced peripheral neuropathy']
PMC10196344	['organ transplant rejection']
PMC10196389	['highly pathogenic coronavirus strains', 'acute viral upper respiratory infections']
PMC10196525	['obesity and diabetes-related liver diseases']
PMC10196665	['autosomal dominant adult-onset neuronal ceroid lipofuscinosis']
PMC10196705	['nephrotoxicity']
PMC10196836	['myocardial injury', 'myocardial ischemia-reperfusion injury']
PMC10197225	['non?alcoholic steatohepatitis']
PMC10197241	['sepsis-associated acute liver injury']
PMC10197452	['renal ischemia-reperfusion injury']
PMC10197749	['opioid-induced hypersensitivity', 'chemotherapy induced hypersensitivity']
PMC10197785	['brain arteriovenous malformations']
PMC10198047	['bone cancer pain']
PMC10198277	['arthritic disorder']
PMC10198290	['retinal disorders']
PMC10198311	['skeletal muscle ischemia-reperfusion injury']
PMC10198326	['sepsis-induced liver injury']
PMC10198347	['liver regeneration']
PMC10198360	['acute peripheral nerve injuries']
PMC10198485	['t-cell acute lymphoblastic leukaemia']
PMC10198638	['antibody-mediated rejection']
PMC10198762	['human cytomegalovirus-infected hepatitis']
PMC10198964	['staphylococcus aureus wound infection']
PMC10199216	['long gap peripheral nerve injuries']
PMC10199301	['vasospasm']
PMC10199378	['testicular toxicity']
PMC10199526	['castration-resistant prostate cancer']
PMC10199545	['functional constipation']
PMC10199880	['lung infections']
PMC10200781	['age-related hearing impairment']
PMC10200855	['focal cerebral ischemia']
PMC10200875	['intracranial aneurysm rupture']
PMC10201643	['chronic inflammatory pain']
PMC10202083	['ovarian injury caused by chemotherapy']
PMC10202261	['pulmonary infection']
PMC10202646	['her2 tumours']
PMC10202840	['iugr-associated cardiomyopathy']
PMC10202959	['diabetic wound', 'volumetric muscle loss']
PMC10203427	['myocardial ischemia-reperfusion injury']
PMC10203911	['myocardial ischemia/reperfusion injury']
PMC10204392	['chronic migraines', 'episodic migraines']
PMC10204484	['zika']
PMC10204800	['neonatal opioid withdrawal syndrome']
PMC10204903	['sudan virus disease']
PMC10205092	['peanut-induced allergy']
PMC10205595	['renal ischemia']
PMC10205688	['breast cancer metastatic progression', 'breast cancer recurrence']
PMC10205874	['her2-positive gastric cancer']
PMC10206174	['infections elicited by gram-negative superbugs']
PMC10206234	['b cell malignancies']
PMC10207629	['cocaine use disorder']
PMC10207715	['platinum-resistant non-small cell lung cancer']
PMC10208126	['head and neck squamous cancers', 'lung squamous cancers', 'cervical squamous cancers']
PMC10208391	['locally advanced non-small cell lung cancer']
PMC10208444	['proliferative retinopathies']
PMC10209473	['muco-obstructive lung diseases']
PMC10209580	['hospital-acquired pneumonia']
PMC10210193	['unintended pregnancy']
PMC10210369	['inflammatory pain']
PMC10210478	['solid tumors']
PMC10210592	['metastatic castration-resistant prostate cancer']
PMC10210608	['antibacterial-resistant infections']
PMC10211339	['severe acute pancreatitis']
PMC10212717	['complete spinal cord injury']
PMC10213138	['arterial thrombosis']
PMC10213244	['diffuse intrinsic pontine gliomas']
PMC10213263	['pituitary neuroendocrine tumor']
PMC10213376	['castration-resistant prostate cancer']
PMC10213809	['chikungunya virus-induced arthritis']
PMC10213814	['antimicrobial resistant infections']
PMC10213844	['positive-sense rna virus-mediated disease']
PMC10213868	['chemotherapy-induced oral mucositis']
PMC10213972	['metastatic breast cancer']
PMC10213976	['bladder/urothelial cancer']
PMC10213997	['atherosclerotic cardiovascular disease']
PMC10214289	['cerebral ischemic stroke', 'cerebral ischemia/reperfusion injury']
PMC10214300	['diabetes-associated cognitive dysfunction']
PMC10215166	['hyperuricemic nephropathy']
PMC10215168	['metastatic melanoma']
PMC10215358	['forebrain ischemia and reperfusion injury']
PMC10215364	['skin and soft tissue infections']
PMC10215448	['infections caused by multi-drug-resistant gram-negative bacteria']
PMC10215731	['restenosis', 'target lesion revascularization']
PMC10215740	['pyogenic spondylodiscitis']
PMC10215741	['gentamicin-induced renal injury']
PMC10215752	['skeletal muscle atrophy']
PMC10215968	['critical-size bone defects']
PMC10216248	['chronic inflammatory pain']
PMC10216280	['orofacial pain associated with pulpitis']
PMC10216346	['chronic fracture pain']
PMC10216426	['corneal chemical injuries']
PMC10216548	['early brain injury']
PMC10216623	['castration-resistant prostate cancer']
PMC10216832	['b-cell lymphoproliferative disorders', 'b-cell malignancies']
PMC10216951	['pediatric cardiomyopathy', 'heart disease induced by obesity and pre-diabetes']
PMC10217679	['bone loss']
PMC10217701	['acetaminophen-induced hepatotoxicity']
PMC10217903	['diabetic wounds']
PMC10218460	['endotoxin-induced uveitis']
PMC10218965	['opioid withdrawal syndrome']
PMC10218967	['myocardial ischemia/reperfusion injury']
PMC10219057	['sonic hedgehog medulloblastoma']
PMC10219190	['pain disorders']
PMC10219271	['temporomandibular joint osteoarthritis']
PMC10219424	['uncontrolled diabetes']
PMC10219442	['invasive infections']
PMC10219457	['middle-aged obesity', 'aging cachexia']
PMC10221111	['viral myocarditis']
PMC10221144	['acute lung inflammation']
PMC10221270	['abnormal uterine bleeding']
PMC10222304	['lung pneumonia', 'kidney infection']
PMC10222572	['hiv']
PMC10222987	['influenza a']
PMC10223133	['severe dehydrating diarrhea']
PMC10223329	['nephrotoxicity']
PMC10223410	['skin injuries']
PMC10223546	['irritable bowel syndrome with diarrhea']
PMC10223623	['inflammatory pain']
PMC10223683	['retinal degenerative diseases']
PMC10223994	['nephrotoxicity']
PMC10224207	['myocardial ischemia/reperfusion injury']
PMC10224356	['inflammatory pain']
PMC10224822	['methotrexate-induced neurotoxicity']
PMC10224945	['cutaneous squamous cell carcinoma']
PMC10225468	['psychogenic erectile dysfunction']
PMC10225839	['nerve defect']
PMC10225843	['advanced-stage cancer']
PMC10226037	['bone cancer pain']
PMC10226119	['multidrug resistant tuberculosis']
PMC10226320	['spleen injury']
PMC10226494	['diabetic male infertility']
PMC10227131	['moderate to severe acute nociceptive pain', 'chronic cancer pain']
PMC10227223	['heart failure with preserved ejection fraction']
PMC10227877	['chemotherapy-induced peripheral neuropathy']
PMC10228048	['repetitive mild traumatic brain injury']
PMC10228141	['organophosphorus nerve agent intoxication']
PMC10228180	['pediatric brain tumors']
PMC10228327	['acute alcohol-induced liver injury']
PMC10228411	['metastatic colorectal cancer']
PMC10228700	['myocardial ischemia/reperfusion injury']
PMC10229476	['pulmonary damage']
PMC10229558	['orthodontic root resorption']
PMC10229821	['peritoneal dialysis-associated peritoneal fibrosis']
PMC10230442	['low-grade glioma']
PMC10230609	['sepsis-induced acute renal injury']
PMC10230746	['chemotherapy-induced thrombocytopenia']
PMC10232056	['anesthesia-induced cognitive impairments']
PMC10232479	['estrogen receptor-positive metastatic breast cancer']
PMC10232556	['colorectal peritoneal metastases']
PMC10232619	['subacute liver damage']
PMC10233762	['morphine tolerance']
PMC10233874	['central nervous system autoimmunity']
PMC10234081	['functional dyspepsia']
PMC10234519	['non-alzheimer dementia syndromes']
PMC10234635	['solid tumors']
PMC10235466	['allergic airway disease']
PMC10235526	['gastrointestinal acute radiation syndrome']
PMC10235566	['benzodiazepine?refractory status epilepticus']
PMC10235867	['chemotherapy-induced cachexia']
PMC10235873	['cancer cachexia']
PMC10235878	['muscle injuries']
PMC10235897	['cancer cachexia']
PMC10235978	['bone defects']
PMC10236372	['testicular ischemia/reperfusion injury']
PMC10236651	['pulmonary artery hypertension']
PMC10236870	['osteolytic lesions due to malignant metastasis']
PMC10237166	['interstitial cystitis/ bladder pain syndrome']
PMC10237168	['atrial fibrosis']
PMC10237170	['hepatotoxicity']
PMC10237280	['human glioblastomas']
PMC10237440	['high-grade gliomas']
PMC10237528	['brown adipose tissue dysfunction', 'metabolic disorders']
PMC10238213	['allograft rejection']
PMC10238434	['tissue inflammation']
PMC10238472	['alzheimer disease with psychosis']
PMC10238595	['age-related osteoarthritis']
PMC10238649	['metastatic breast cancer']
PMC10238701	['metabolic associated fatty liver disease']
PMC10238727	['calcific band keratopathy']
PMC10238812	['liver cirrhosis-induced intestinal injury']
PMC10238846	['philadelphia chromosome-positive leukemia']
PMC10238850	['acute liver injury']
PMC10239260	['irritable bowel syndrome with diarrhea']
PMC10239345	['ret-altered cancers']
PMC10240043	['cerebral ischemia-reperfusion injury']
PMC10240670	['pancreatic neuroendocrine tumors']
PMC10240775	['chronic migraine']
PMC10240817	['septic acute kidney injury']
PMC10240872	['opioid induced hyperalgesia']
PMC10240883	['cocaine use disorder']
PMC10241010	['cckbr-positive tumors']
PMC10241153	['liver inflammation']
PMC10241309	['diabetes-induced retinal ganglion cell degeneration']
PMC10241923	['castration-resistant prostate cancer']
PMC10242098	['in-stent restenosis']
PMC10242497	['b-cell malignancies']
PMC10242798	['hemorrhagic wound', 'cutaneous wound']
PMC10243043	['hepatitis c virus infection']
PMC10243348	['bone metastasis']
PMC10243808	['gm3 synthase deficiency']
PMC10243811	['chronic peripheral pain']
PMC10244126	['radiation-induced bone injury']
PMC10244133	['infectious skin wounds']
PMC10244700	['cerebral ischemia-reperfusion injuries']
PMC10245372	['cerebral ischemia/reperfusion injury']
PMC10245998	['neurogenic bladder dysfunction']
PMC10246002	['respiratory airway diseases']
PMC10246108	['intestinal ischemia-reperfusion injury']
PMC10246569	['radiation-induced lung injury']
PMC10247468	['whim syndrome']
PMC10247571	['doxorubicin-induced cardiomyopathy']
