pmcid	unmapped_drugs
PMC10056114	['tdi-cof', 'x-rays']
PMC10056186	['emetic tartar', 'liposome containing et', 'glucantime®']
PMC10056333	['biphasic calcium phosphate', 'recombinant human bone morphogenetic protein-7', 'recombinant human bone morphogenetic protein-2', 'platelet-rich plasma', 'bone morphogenetic protein-2']
PMC10056433	['?-hederin']
PMC10056485	['radiation therapy']
PMC10056525	['mock t', 'egfr car-e27-ccr6-t', 'egfr car-e27-t', 'egfr car-t']
PMC10056566	['np-fexo', 'pd-l1 aptamer', 'pd-l1 aptamer-modified nanoparticle without fexo', 'pdl1-np-fexo']
PMC10056758	['l-hapdmins nps', 'h-hapdmins nps', 'insulin', 'm-hapdmins nps']
PMC10056859	['jjgw08']
PMC10056879	['adjuvanted vaccine mps-loaded mns', 'zika vaccine solution', 'vaccine mps', 'mpl-a']
PMC10056982	['marinobazzanan']
PMC10056986	['zsp1273']
PMC10057018	['bppcysmpeg', 'recombinant np']
PMC10057030	['vaccine microparticles']
PMC10057037	['wasp venom']
PMC10057105	['4?-mix']
PMC10057300	['cd@picsome']
PMC10057310	['hydrolysates) and iron-saturated lf', 'native-lf']
PMC10057426	['sulfone 26']
PMC10057437	['ad26.rsv.pref', 'rsv pref protein']
PMC10057533	['pf-2999']
PMC10057642	['9c', '9b']
PMC10057679	['seb.boost.vac', 'seb.st.vac', 'seb.boost.vac']
PMC10057804	['selenium nanoparticles']
PMC10057842	['asd-4']
PMC10058140	['inactivated a. baumannii whole-cell vaccine adsorbed with mahc', 'multi-drug-resistant a. baumannii adsorbed on aluminum hydroxide-chitosan']
PMC10058211	['siraitia grosvenorii residual extract']
PMC10058260	['fitc-labeled myostatin inhibitory peptide', 'myostatin inhibitory-d-peptide-35']
PMC10058273	['ivig-b', 'ivig-c), and anti-a?42 oligomer antibodies concentrations were 2.3 ?g/ml', 'ivig produced by certain manufacturers']
PMC10058346	['bone marrow-derived mesenchymal stem cells', 'herpetfluorenone']
PMC10058384	['fap nps', 'fgp nps', 'fbp nps', 'ppt solution']
PMC10058450	['vrp-mboris']
PMC10058495	['mfm514']
PMC10058511	['neumifil']
PMC10058527	['dtv ediii', 'r1_cdlr', 'r2_cdlr', 'chimera i glycosylation mutant', 'r2-cpg-2', 'yellow fever virus vaccine 17d strain', 'r1-upa-2', 'chimera ii', 'chimera i', 'r2-upa-1', 'r1-cpg-2']
PMC10058540	['rbd mrna-milk-exos']
PMC10058566	['?pdx1', '?nuog', 'bacille calmette-guérin']
PMC10058582	['t-705@msn-rvg']
PMC10058583	['1c (gcg-2f,5ome)']
PMC10058627	['trans-epoxide (1s,2s,3r,4s,6r)-1-methyl-4-(prop-1-en-2-yl)-7-oxabicyclo [4.1.0]heptane-2,3-diol']
PMC10058822	['mm284']
PMC10058898	['inactivated sars-cov-2 mp vaccine']
PMC10058949	['[177lu]lu-1', '[177lu]lu-2', '[177lu]lu-dota-mgs5']
PMC10059022	['phloretamide']
PMC10059056	['calix[4]resorcinol vc10']
PMC10059217	['es-ssl-gem', 'ssl-gem']
PMC10059574	['hba']
PMC10059747	['hsv1716']
PMC10059782	['selenium decorated triptolide loaded poly(lactic-co-glycolic acid) nanoparticles', 'triptolide loaded poly(lactic-co-glycolic acid) nanoparticles']
PMC10060080	['stp-b']
PMC10060192	['aq', 'ae', 'convalescent plasma', 'z']
PMC10060329	['il6-r mab']
PMC10060354	['compound 7']
PMC10060511	['r(+)-baclofen', 'rs(±)-baclofen', 's(?)-baclofen']
PMC10060548	['rannasangpei']
PMC10060826	['pvax1:lnp', 'pvax1-ospc:lnp']
PMC10060934	['tvh (tumor vaccine her2)']
PMC10061493	['adsproe1a-shsrvn', 'adsproe1a-shoct4', 'ad-egfp', 'ad-shsrvn', 'adsproe1a-shnc', 'shsrvn) and oct4']
PMC10061593	['tripterygium glycoside tablet', 'shen mai pills']
PMC10061745	['mir126-exo', 'cxcr4-mir126-exo', 'ctrl-exo']
PMC10061820	['qing-re-huo-xue formula']
PMC10062012	['pikfyve aso']
PMC10062175	['tigit agonist', 'ctla-4ig']
PMC10062263	['cpg k3', 'receptor binding domain of the sars-cov-2 delta plus strain']
PMC10062498	['sace-n4-c-(oh)2']
PMC10062567	['medicinal probiotic']
PMC10062630	['anti-tnf? mab']
PMC10062645	['daikenchuto']
PMC10063191	['ctla-4-ig']
PMC10063777	['anti-il-1? neutralizing antibodies', 'anti-pd-1 antibodies']
PMC10063801	['long mu qing xin mixture']
PMC10064789	['lipid poly-?-glutamic acid (pga)/polymet-prln nanoparticle', 'pbs', 'antitumor effect when it combined with pd-l1 antibody']
PMC10064865	['dipma-aprepitant', 'benzo-ap', 'pfpa-ø', 'benzo-ø', 'ap was alkylated to facilitate functionalization with a peg2-amine', 'dipma-ø', 'vba-ap', 'pfpa-ap', 'vba-ø', 'free ap']
PMC10065084	['antipd-1']
PMC10065187	['b1r antagonist']
PMC10065422	['clz-ds', 'clz-lbpm']
PMC10065824	['maresin1']
PMC10065953	['pd-1 abs']
PMC10065962	['mmg10', 'mmg22']
PMC10066050	['cs-piscidin', 'myr-cs-rgd', 'cs-rgd']
PMC10066785	['sod3 mrna', 'i?b?-sr mrna']
PMC10067152	['cs-pppda&ppp-pa microspheric gels', 'embosphere, s120gh']
PMC10067194	['pbs', 'ceo2 nanoparticles']
PMC10067238	['sa/tio2 nanocomposites', 'cpt-sa/tio2 nanocomposites']
PMC10067410	['radiation therapy']
PMC10067473	['aggf1 protein']
PMC10067479	['c?peptide']
PMC10067489	['il?12/23 p40 neutralizing antibody']
PMC10067495	['nicotinamide phosphoribosyltransferase']
PMC10067881	['aluminum salts', 'cp15']
PMC10068152	['menstrual blood-derived stem cells']
PMC10068319	['kpt?330', 'y219']
PMC10068443	['antipd-1 ab', 'eribulin-lf']
PMC10068445	['sgn-cd228a', 'hl49-vc-mmae', 'higg1-adc']
PMC10068447	['perifosin']
PMC10068472	['s?adenosylmethionine']
PMC10068476	['mir?26a?5p agomir']
PMC10068810	['rapa/gcv']
PMC10068895	['rhuepom', 'asialo-rhuepop']
PMC10068950	['tetrahedral framework nucleic acids']
PMC10068956	['astralagin']
PMC10069410	['mir-182 antagomir']
PMC10069437	['cec4']
PMC10069442	['anti-ly6g mab', 'antig-csfr mab', 'isotype igg']
PMC10069509	['ast-nlcs', 'ast-solution']
PMC10069584	['rat igg2a', 'pd-1 mab', 'cpp-a11']
PMC10069597	['anti-gd2-bsab', 'anti-glypican 3 bsab', 'anti-mvegfr2', 'anti-hvegf', 'anti-her2-bsab']
PMC10070002	['nadroparin calcium']
PMC10070036	['cu usage by anchoring copper on cross-linked lipoic acid nanoparticles']
PMC10070104	['mab bb5.1', 'mab 2.4g2 against cd16/cd32', 'mab gz1 f(ab?)2 fragment', 'intravenous immunoglobulin']
PMC10070105	['recombinant human cc16']
PMC10070106	['asbti (sc-435)']
PMC10070465	['hx009', 'sirp?-fc', 'hx008']
PMC10070739	['tg290 mrna-lnp vaccine']
PMC10070741	['human convalescent igm', 'human convalescent igg', 'naïve igg']
PMC10070956	['near-infrared', 'p-pip nps']
PMC10071000	['interferon-?']
PMC10071120	['cd123.eng.im', 'cd123.eng.imc', 'cd123.eng.ic', 'cd123-specific eng t cells', 'cd19.eng.imc']
PMC10071415	['perk inhibitor', 'antibiotics', 'tma']
PMC10071644	['analgesic screen 1', 'as1 analog 9089110', 'as3', 'as2']
PMC10071728	['glucosamine plus chondroitin sulphate']
PMC10071783	['225ac-macropatate']
PMC10071784	['[177lu]lu-human igg1', '[177lu]lu-ofatumumab']
PMC10071819	['adenosine 5?-(?,?-methylene) diphosphate']
PMC10071900	['alum', 'culture supernatant extract', 'cpg']
PMC10071941	['ar-mpxv4b', 'ar-mpxv5', 'ar-mpxv4b), and ?1:683.9', 'ar-mpxv4a']
PMC10071965	['ap vaccine']
PMC10071966	['wen-shen-tong-luo-zhi-tong', 'exosomes']
PMC10072157	['pvax-cchfv-gn', 'pvax-cchfv-np', 'pvax-cchfv-gc', 'pvax-lamp1-cchfv-gc', 'pvax-lamp1-cchfv-gn', 'pvax-lamp1-cchfv-np']
PMC10072218	['msn@gelma', 'chx?cd-msn@ha@gelma', 'chx-msn@ha@gelma']
PMC10073089	['26', '25', '24', '19', '21']
PMC10073102	['necrocide-1']
PMC10073190	['fibroblast growth factor 19']
PMC10073270	['177lu-4a06']
PMC10073271	['tz-1']
PMC10073278	['abc3315', 'trastuzumab-vc-mmae']
PMC10073282	['radiation therapy']
PMC10073293	['ihmt-mst1-39']
PMC10073300	['control igg']
PMC10073316	['anti-pd-1']
PMC10073420	['1metiq']
PMC10073507	['het0016 prodrug liposomes']
PMC10073655	['bpms22ppi']
PMC10073700	['hz-a-018']
PMC10073725	['aavhu68.vigf2.hgaa']
PMC10073872	['t-p271']
PMC10074043	['nanoreagent gddtpahsa@icgbevacizumab', 'gddtpa', 'x?ray irradiation', 'nps?igg']
PMC10074047	['anti-pd1', 'anti-cd96', 'anti-tigit']
PMC10074049	['free il?12', 'anti?ctla4 antibodies', 'anti?pd?1 antibodies', 'nano?il?12']
PMC10074073	['xw-03-66']
PMC10074128	['dtxl??cgp']
PMC10074130	['anti-pd-l1', 'x-ray', 'tazr co?doped nmof']
PMC10074176	['gnrh agonist', 'gnrh antagonist']
PMC10074231	['lwj-m30']
PMC10074324	['sal b']
PMC10074383	['ss 5a (r-pzq/s-pzq/l-ma/l-ta)', 'ss 5b (r-pzq/s-pzq/l-ma/d-ta)']
PMC10074858	['act-101-abz982', 'act-101-abz1827', 'act-101-dm1', 'act-101-dm4', 'act-903']
PMC10075034	['tongxinluo']
PMC10075117	['bisperoxovanadium', 'surgery. the process of intratympanic delivery of pten sirna']
PMC10075517	['compound 27f']
PMC10075965	['sickap5-lnps', 'sicontrol-lnps']
PMC10076012	['blipo', 'blipo-cur', 'lipo-cur']
PMC10076032	['dmdexon51-as-circrna', 'as-circrna', 'myoaav-as-circrna']
PMC10076292	['all-trans ra']
PMC10076324	['pegylated b-cof', 'neutron irradiation', 'boron capsule']
PMC10076519	['c/ebp?-p30', 'c/ebp?-p42']
PMC10076570	['lnp(sm102)-mrna dvs/mte', 'lnp(l002)-mrna mte', 'lnp(sm102)-mrna dvs/ovs/mte', 'lnp(sm102)-mrna dvs', 'lnp(l002)-mrna ovs/mte', 'lnp(l002)-mrna dvs/mte', 'lnp(sm102)-mrna ovs/mte', 'lnp(l002)-mrna ovs']
PMC10076859	['anti-pd-1', 'anti-cd20']
PMC10076894	['rhfgf-18']
PMC10077262	['pretrichodermamide b']
PMC10077338	['gambogic acid-loaded nanoparticles']
PMC10077444	['compound 4', 'compound 3', 'n-benzylisoindole-1,3-dione derivatives']
PMC10077475	['unconjugated pmo', 'r6g-pmo', 'dg9-conjugated pmo', '2?-o-(2-methoxyethyl)']
PMC10077551	['dir@ang/fa-nps', 'ptx@ang/fa-nps', 'dir@fa-nps', 'free dir']
PMC10078127	['anti-pd-1 mab', 'bo-112']
PMC10078495	['jas239']
PMC10078943	['dc-based vaccines transduced with a negative control sequence', 'dc-based vaccines', 'hydroxyethyl starch-methotrexate nanoconjugate', 'dc-based vaccines transduced with shil-10r_1 sequence']
PMC10079280	['?pd-l1']
PMC10079301	['shenqi compound']
PMC10079430	['glpg2196']
PMC10079526	"[""5-aza-2'""]"
PMC10079536	['lnp/simm-mod', 'lnp/sire-mod']
PMC10079550	['rmmeteorin']
PMC10079573	['2at', 'c781']
PMC10079616	['?pdl1', 'incb081776', 'mrx2843']
PMC10079682	['anti-pd-1']
PMC10079760	['trehalose-carnosine conjugate']
PMC10079910	['fructus nymphaeae polysaccharide']
PMC10079925	['tat-mdh1', 'mdh1']
PMC10079932	['trametinib (mekinist®)']
PMC10079985	['theracurmin']
PMC10080175	['full-length pfcsp', 'immunogen 126', 'immunogen 145s', 'lmq', 'adjuvant alone']
PMC10080320	['scaav9.mecp2.cln3']
PMC10080516	['si-based agent']
PMC10080532	['ad26.cov2.s.529']
PMC10080670	['l. acidophilus', 'e. faecalis', 'anti-pd-1', 'anti-ctla-4', 'e. coli']
PMC10080691	['laser irradiation', 'pmb 1', '14', 'dsbdp 6']
PMC10080696	['scolopentide']
PMC10080777	['sst2', 'il-33']
PMC10081014	['vax']
PMC10081028	['5% hesperidin']
PMC10081110	['pepitem']
PMC10081275	['immune checkpoint blockade']
PMC10081310	['insulin-like growth factor-1']
PMC10081580	['gp350kicar-t cells', 'cd19kicar-t cells']
PMC10081850	['anti-pd-l1 antibodies']
PMC10081989	['3-dznep']
PMC10082007	['10-no2-oa']
PMC10082032	['exercise training', 'acta1-cugexp-targeting aso', 'clcn1 aso']
PMC10082498	['n-dimethyl-3?-hydroxycholenamide']
PMC10082517	['1d11', 'radiotherapy']
PMC10082787	['hm2 car t cells', 'd4-cd8h-cd28tm car t cells', 'clone 112-igg4h-cd28tm car t cells', 'd4-igg4h-cd28tm car t cells', 'd4-igg4h only car t cells', 'd4-igg4h-ch3 car t cells', 'd4-igg4h-cd8tm car t cells', 'd4 car t cells', 'd4-igg4h-ch2ch3 car t cells']
PMC10082807	['sv-loaded microsponges formulations']
PMC10082825	['nptyr-c9ap', 'npsur-c9ap', 'anti-pd-l1 antibody']
PMC10082830	['ac-lme-tet']
PMC10082834	['proton irradiation', 'proton boron capture therapy']
PMC10083056	['cf-02']
PMC10083145	['mots-cmut']
PMC10083196	['1c3', '2a10']
PMC10083341	['mito-targeted wtnd4', 'allotopic expressed wtnd4']
PMC10083362	['pcl@o2', 'anti-pd-1']
PMC10083437	['hwh8-33']
PMC10083538	['[177lu]lu-dota-igg', '[177lu]lu-dota-trastuzumab']
PMC10083571	['3f6-migg3', '3f6-migg1', '3f6-migg2b', '3f6-migg2a']
PMC10083767	['irradiation']
PMC10083833	['fetuin-a']
PMC10083863	['sting agonist']
PMC10083877	['cf33-hnis-antipdl1']
PMC10083881	['?pd-1']
PMC10084475	['anti-pd-l1']
PMC10084479	['1', '19']
PMC10084658	['h-mno2-dox nps', 'mp@h-mno2-dox-col nps', 'mp@h-mno2-dox nps']
PMC10084701	['anti-pd-1/l1 antibody']
PMC10085005	['adenovirus-mediated hif-1?', 'adenovirus empty vector']
PMC10085605	['shuyu capsule', 'baixiangdan capsule']
PMC10085841	['luc-ce6/fuso-lip']
PMC10085864	['anti-pd-l1']
PMC10085980	['adipose derived stem cells']
PMC10085981	['anti-cxcr2 antibody']
PMC10086027	['sirp?-fc igg1', 'sirp?-fc igg4', 'allogeneic car t cells', 'hip car t cells']
PMC10086071	['lip-epa', 'liposomal gp100']
PMC10086208	['ultrasound', 'hntm), with a schottky junction modified by ti3c2 nanosheets']
PMC10086211	['ly364947 encapsulated pm', 'us irradiation', 'pbs', 'dir-labled lp@rbc membrane', 'us irradiation after dac pretreatment', '(dir)-labled lp@liposome']
PMC10086289	['fitc-labelled d3', 'b. vulgatus', 'a. muciniphila', 'd3']
PMC10086579	['aav?oat']
PMC10086585	['np137?177lu']
PMC10086586	['rank-fc']
PMC10087034	['mdkn-01']
PMC10087296	['hp1', 'antipd-l1', '?c1', 'murine hmgn1', '?n2', 'p1', '?n1', '?c2', '?c3', 'minp1', '?n3']
PMC10087349	['vg160', 'mvg161', 'pd-1 monoclonal antibody']
PMC10087423	['pd-l1-evs', 'sipd-l1-evs', 'extracellular vesicles']
PMC10087438	['compound 1']
PMC10087521	['4-oha injection', '4-oha cream']
PMC10087557	['igfbp5 lentivirus']
PMC10087636	['18?-ga']
PMC10087741	['nir irradiation', 'mpda nanoparticles', 'mpda@pe@pvp nanoparticles']
PMC10087799	['6?an']
PMC10087999	['rhy-loaded nanoparticles', 'rhy solution']
PMC10088064	['ds-5272']
PMC10088114	['aml, the free pyrimidine analog cytarabine arabinoside', 'ara-c drug directly, the difference in the effects of targeted drugs']
PMC10088116	['2-arachidonoylglycerol (2-ag) and anandamide']
PMC10088181	['gold nanospheres']
PMC10088282	['brain-derived neurotrophic factor', 'adtc5']
PMC10088290	['2-oxindole derivative 5a']
PMC10088465	['adenine base editing']
PMC10088471	['anti-il-17a', 'isotype igg']
PMC10088867	['nir-nanogel']
PMC10088884	['paclitaxel-loaded plga nanoparticles', 'taxol®', 'ptx plga nps) and cyclodextrin (cd) modified plga nanoparticles loaded with paclitaxel']
PMC10088923	['inactivated rotavirus vaccine']
PMC10088977	['xiaoerganmao granules']
PMC10089188	['compound-8', 'anti-mpd-1']
PMC10089225	['n_29293', 'orf7a_27751']
PMC10089316	['aav8-hlp1) or to shk-235', 'aav8 vectors expressing only egfp', 'aav8-hlp1', 'aav8-shk2', 'aav8-shk3', 'aav8-shk1', 'shk-235']
PMC10090503	['ad-socs3', 'ad-p53', 'ad-lacz', 'ad-cd44-n-hif3?4']
PMC10090563	['pufa-ea mixture']
PMC10091105	['integrin ?5?1 inhibitor', 'anti?igfbp?1 neutralizing antibody']
PMC10091106	['anti-pd-l1', 'irradiation']
PMC10091140	['omnimsc', 'human bone marrow-derived mesenchymal stem cells']
PMC10091631	['fap-mbbz car-t cells', 'cldn18.2-mbbz car-t cells', 'utd t cells', 'egfr-targeted car-t cells']
PMC10091686	['rhil-2', 'scfvcd16a-sc4-1bbl', 'mn4-1bbl', 'scfvcd16a']
PMC10091778	['29', '28']
PMC10091849	['6f6-adc', 'control-adc']
PMC10091872	['ru(biim)(phense)2']
PMC10091873	['ferumoxytol-based cleavable monomethyl auristatin', 'radiation therapy']
PMC10091874	['3-dznep']
PMC10091884	['peg-pc7a-pbaema', 'pbs']
PMC10091936	['angiotensinogen sirna']
PMC10092294	['cip2b']
PMC10092658	['ws12']
PMC10092761	['cm728']
PMC10092769	['cisplatinum']
PMC10092770	['anti-pd-1', 'rtcs-lmwp']
PMC10092773	['?-pd-1']
PMC10092940	['bnt162b2 mrna', 'delns1-rbd4n-daf laiv (delta rbd)', 'delns1-rbd4n-daf laiv', 'delns1-rbd4n-daf laiv (beta rbd)', 'delns1-rbd4n-daf laiv (omicron ba.1 rbd)', 'delns1-rbd-daf laiv']
PMC10093113	['esbp-bsanps-ptx', 'bsanps-ptx', 'esbp-bsanps-paclitaxel']
PMC10093181	['11-aminopropylaminoneocryptolepine']
PMC10093402	['irna', 'antisense morpholine oligonucleotides conjugated with arginine-rich cell penetrating peptides', 'antisense oligonucleotides', 'crispr-cas9 system', 'mirna']
PMC10093417	['chalcone-apba-cds']
PMC10093421	['curcumin-loaded nanofiber scaffolds', 'curcumin-free nanofiber scaffolds', 'mesenchymal stem cells']
PMC10093438	['?-mangostin']
PMC10093441	['tominstat']
PMC10093513	['recombinant murine il-10']
PMC10093515	['cx258']
PMC10093586	['scdb-herg1-?1']
PMC10093649	['cyt-303']
PMC10093681	['pf-475']
PMC10093942	['rapamycin pfc np', 'crown ether core perfluorocarbon nanoparticles']
PMC10093989	['ipr19']
PMC10093997	['mhgf-68 fractions f5', 'mhgf-68 fractions f8']
PMC10094006	['ucnp@rb-pt/rnp@liposome', 'sequential 980 and 808 nm light', 'pbs', '980 nm light', 'sequential 808 and 980 nm light', '808 nm light']
PMC10094146	['sa-558']
PMC10094187	['26.4.wt', '26.4.wt.hg', '26.4.wt.lf', '26.4.aaag']
PMC10094315	['dgm']
PMC10094415	['na131i', '131i-nm-02']
PMC10094431	['odz10117']
PMC10094569	['enhertu', '4d5scfv-hed-15-linker-mifn-?', '4d5scfv-hed-15-linker-hifn-?', '4d5scfv-hed-mifn-?', 'herceptin', '4d5scfv-zz-mifn-?']
PMC10094601	['pbs']
PMC10094675	['silk fibroin films', 'ac.x2-immobilized antibacterial films']
PMC10094718	['sul-138']
PMC10094725	['hothyru/dotap']
PMC10094768	['recombinant human cd177 protein']
PMC10094802	['nisin']
PMC10094803	['spd-1 protein', 'her2-car-nk cells', 'spd-1-car-nk cells']
PMC10094872	['human-derived interleukin-10']
PMC10094942	['stat3/nf-?b decoy odns', 'scr decoy odns']
PMC10094948	['aav8 mir-29b-3p mimic']
PMC10094964	['smtp-44d']
PMC10094987	['mtadv']
PMC10095068	['ethanol vehicle']
PMC10095245	['mf1']
PMC10095267	['tetrahydrocannabinolic acid']
PMC10095342	['anti-pd-1', 'c140']
PMC10095586	['gd-do3a-fen', 'gd-do3a-bt']
PMC10095727	['il/np(?)', 'il/np(+)']
PMC10095745	['imiquimod-encapsulated liposomes', 'liposomes', 'pbs', 'fc-cv1 to imiquimod (tlr7 agonist)-loaded liposomes']
PMC10095833	['platelet-rich growth factor']
PMC10095932	['tnpa', 'tnpb', 'tnpc', 'human atrial natriuretic peptide', 'dendroaspis natriuretic peptide']
PMC10096258	['pro20']
PMC10096344	['lp4c']
PMC10096386	['eupalinolide j']
PMC10096710	['ojeok-san']
PMC10097131	['ethyl alcohol95% rectified spirit']
PMC10097356	['3-o-acetyl-11-keto-?-boswellic acid']
PMC10097402	['punica granatum']
PMC10097424	['car-t immunotherapy']
PMC10097638	['aavrh.10control', 'aavrh.10haldh2']
PMC10097657	['coxsackievirus a11']
PMC10097658	['mgcase', 'mgcase-mbs']
PMC10097709	['stz', 'anti-pd-1 antibody', 'normal rat igg']
PMC10097729	['aza-t-dcyd']
PMC10097749	['anti-pd1', 'poly(i:c)', 'radiation therapy', 'il-2 complexes', 'total body irradiation', 'anti-cd40', 'm8 peptide', 'cxcr3-blocking antibodies', 'cd8?-depleting antibodies']
PMC10097865	['f292a-iil-12 car-t cells', 'iil-12 t cells', 'y6v car-t cells', 'non-transduced t (nt) cells', 'y6l car-t cells', 'y6v-iil-12 car-t cells', 'ubs54 car-t cells', 'y6a car-t cells', 'f292a car-t cells']
PMC10097933	['alt-00']
PMC10098086	['fullerenol']
PMC10098141	['ace2 618-ddc-abd']
PMC10098153	['raav-b11-fc', 'raav-p2c5-fc']
PMC10098195	['f127-icg@fe-mof-5 nps', 'near-infrared light']
PMC10098269	['pd-1 mab', 'tmtnf-? car-t cells']
PMC10098373	['isopeptide-bonded bont', 'elongated ibont']
PMC10099181	['bnt162b4', 'bnt162b2']
PMC10099280	['stat6 aso', 'hypofractionated rt', 'anti-pd-1']
PMC10099666	['corramycin']
PMC10099754	['compound 1']
PMC10100133	['?cxcr2', 'very small size particles']
PMC10100168	['anti-pd-1 therapy', 'cyp19a1 sirna']
PMC10100383	['clostridium butyricum', 'chitosan oligosaccharide']
PMC10100722	['alum', 'zif-8@pac', 'protein antigen c']
PMC10100794	['spike trimer protein', 'cpg']
PMC10100807	['nontoxigenic clostridioides difficile rea strain m3']
PMC10100875	['recombinant lvs ?capb expressing the fusion protein of sars-cov-2 membrane and nucleocapsid proteins from a shuttle plasmid', 'lvs ?capb', 'rlvs ?capb::mn']
PMC10100915	['tb+cpg+al']
PMC10101059	['tp4-3']
PMC10101070	['seb n23a', 'sec q210a', 'seb n23a/q210a', 'seb q210a', 'sec n23a', 'sec n23a/q210a']
PMC10101218	['1c']
PMC10101660	['il12p70', 'anti-pd1', 'anti-ctla4']
PMC10101771	['vcd-077']
PMC10101937	['tnf-t3ect', 'tnf-prot3ect', 'anti-tnf mab', 'prot3ect-4', 't3ect']
PMC10102062	['dptq']
PMC10102453	['sangzhi) alkaloids']
PMC10102467	['np/r848/sicd47', 'np/sicd47', 'np/r848/sinc', 'np/sinc']
PMC10102477	['insulin']
PMC10102533	['migg2a-fc', 'pglyrp1-fc', 'pglyrp1-fc-m', 'pglyrp1-migg1-fc']
PMC10102581	['sirna for cxcr2 gene']
PMC10102682	['tetravalent botulism antitoxin']
PMC10102842	['fractionated irradiation']
PMC10103717	['anti-pd-l1', 'anti-pd-1']
PMC10103729	['scr-shrna', 'ar-shrna-aav']
PMC10103738	['nutritional support']
PMC10103781	['rhfnhc-36']
PMC10103971	['anti-ctla-4', 'anti-pd-1']
PMC10103975	['dcfhp']
PMC10104125	['loxo-292']
PMC10104167	['vsv-hifn?', 'vsv-rifn?', 'vsv-mifn?']
PMC10104208	['?-pd-l1', '?-pd-1']
PMC10104254	['2a peptide']
PMC10104497	['ucb0599']
PMC10104603	['ifn?']
PMC10104632	['alc?0315 lnps', 'cap2?4 lnps', 'mc3 lnps']
PMC10104670	['plga-atra mp', 'plga-blank mp']
PMC10104825	['p[5]a']
PMC10104896	['murine version of y01', 'tau-ack280 peptide']
PMC10104900	['s451-1140', 's626-161', 's728-1157']
PMC10105715	['gil-11']
PMC10105932	['np-icg/rif', 'near infrared', 'nm-np-icg/rif']
PMC10106336	['nanomicelle-curcumin']
PMC10106595	['obesicholic acid']
PMC10106878	['ad5-s-omicron', 'inactivated ancestral vaccine']
PMC10107074	['eta receptor blockade', 'complex ras blockade', 'seh blockade']
